iter	Logloss
120	0.1878023964
121	0.1864237014
122	0.1855276276
123	0.1844569254
124	0.1832954168
125	0.1824512105
126	0.1815449843
127	0.1805342853
128	0.1795336341
129	0.1781726017
130	0.1774548753
131	0.1766154273
132	0.1758744151
133	0.1751747245
134	0.1743143966
135	0.1734367349
136	0.1725987522
137	0.1714000243
138	0.1701877335
139	0.1691901341
140	0.1682210331
141	0.1670686172
142	0.1660336751
143	0.1652057523
144	0.1641861728
145	0.1633087617
146	0.1625033802
147	0.1616808322
148	0.1604683081
149	0.1595229381
150	0.158908604
151	0.1581359435
152	0.1575122927
153	0.1567717046
154	0.15602582
155	0.1554515332
156	0.1547134194
157	0.1541197133
158	0.1532384814
159	0.1525670751
160	0.1519230456
161	0.151334776
162	0.1503121037
163	0.1498937245
164	0.1489790226
165	0.1479121
166	0.1473862323
167	0.1465575216
168	0.1457194656
169	0.1447392218
170	0.1438606459
171	0.1429767983
172	0.1425284828
173	0.1419254078
174	0.1410402751
175	0.1400994642
176	0.1393027396
177	0.1386222467
178	0.1379365911
179	0.1374554068
180	0.1365354842
181	0.1359183468
182	0.1351389344
183	0.1346319797
184	0.1341528446
185	0.1334697421
186	0.1327457623
187	0.1319848313
188	0.1313736674
189	0.130943633
190	0.1302513671
191	0.1298706246
192	0.1291444494
193	0.128349849
194	0.1276627557
195	0.1271200607
196	0.1266631365
197	0.1259420829
198	0.1255716305
199	0.125024115
200	0.1245654432
201	0.1240623237
202	0.1236163835
203	0.1229614432
204	0.1223815146
205	0.1220698495
206	0.1216651393
207	0.1210971611
208	0.1205860122
209	0.1201312854
210	0.1196403325
211	0.1188851295
212	0.1185623963
213	0.1180536937
214	0.1175695739
215	0.1171408812
216	0.1168249977
217	0.1164226835
218	0.1160305239
219	0.1154678422
220	0.1148332202
221	0.114244702
222	0.1139396623
223	0.1134643513
224	0.1129507056
225	0.1125095283
226	0.1120780414
227	0.1117210689
228	0.1113580207
229	0.1106841343
230	0.1103443476
231	0.1099295861
232	0.1095628488
233	0.1088487147
234	0.1081633546
235	0.1077366135
236	0.1073128879
237	0.1070035632
238	0.1066274496
239	0.1063120199
240	0.1058447531
241	0.1053421188
242	0.1047869187
243	0.1043902731
244	0.1040886682
245	0.1035925099
246	0.1032565339
247	0.1028927039
248	0.1025513152
249	0.1021635533
250	0.1017458713
251	0.1014527471
252	0.1010626733
253	0.1006913547
254	0.1001603218
255	0.09982086176
256	0.09944739861
257	0.09893654711
258	0.09838343275
259	0.09807951746
260	0.09764203585
261	0.09717548885
262	0.0965474859
263	0.09617252289
264	0.09559941491
265	0.09508708818
266	0.09481182054
267	0.09444578816
268	0.09419563601
269	0.09377439989
270	0.09341534877
271	0.09320773802
272	0.0929659092
273	0.09255725092
274	0.09203435869
275	0.09162756515
276	0.09127314544
277	0.09099268773
278	0.09054648911
279	0.09023876429
280	0.08998351708
281	0.08970185223
282	0.08941553341
283	0.0891191545
284	0.08870654237
285	0.08844282805
286	0.0879873125
287	0.08757460232
288	0.08742098033
289	0.08714113756
290	0.08683516053
291	0.08646145995
292	0.08604450099
293	0.08558376931
294	0.08518459522
295	0.08470678077
296	0.08435663366
297	0.08397519652
298	0.08349479782
299	0.08311872961
300	0.08293493506
301	0.08245932986
302	0.08213555817
303	0.08191982226
304	0.0815648167
305	0.08131291072
306	0.08097930066
307	0.08073150601
308	0.08043649557
309	0.08007163832
310	0.07969530542
311	0.07944415561
312	0.07927639284
313	0.07892995951
314	0.07853855767
315	0.07815839599
316	0.07788806756
317	0.07763794565
318	0.07742026845
319	0.07720499835
320	0.07701301499
321	0.07668415795
322	0.07648099924
323	0.07592630369
324	0.07566726291
325	0.07536803416
326	0.07493007555
327	0.07468725695
328	0.07435704095
329	0.07412786716
330	0.07385315885
331	0.07357988484
332	0.07334311162
333	0.07298635173
334	0.07265159
335	0.07251279317
336	0.07223691262
337	0.07209888222
338	0.07184931053
339	0.0716615753
340	0.07148136665
341	0.07134696583
342	0.07104429841
343	0.07086951148
344	0.07060240124
345	0.07033617595
346	0.07004977361
347	0.06978934771
348	0.0694183787
349	0.06922486707
350	0.06897730584
351	0.06869824381
352	0.0683642781
353	0.06809523877
354	0.06782059773
355	0.06763444726
356	0.06735096903
357	0.06711554495
358	0.06688259277
359	0.0666373452
360	0.06642290952
361	0.06618018766
362	0.06585047856
363	0.06562627814
364	0.06539276165
365	0.06516512865
366	0.06495703293
367	0.06474191925
368	0.06464854503
369	0.06454655353
370	0.06437414364
371	0.0641852291
372	0.06404136944
373	0.06384725624
374	0.06356093041
375	0.06321187747
376	0.06299086908
377	0.06277234311
378	0.06250873463
379	0.0622853844
380	0.06209289462
381	0.06175558908
382	0.0615326657
383	0.0613119024
384	0.06114939032
385	0.06097578906
386	0.06079051159
387	0.06061610275
388	0.06037505799
389	0.06017299784
390	0.05993829996
391	0.05968929225
392	0.05940421909
393	0.05918478202
394	0.05903248852
395	0.05878622536
396	0.05851934302
397	0.05838008039
398	0.05818243619
399	0.05797818679
400	0.05762824227
401	0.05740486763
402	0.05719844083
403	0.05708080898
404	0.05694553551
405	0.0567967249
406	0.05663495401
407	0.05644747139
408	0.05623346003
409	0.05608398575
410	0.05585449638
411	0.05561544167
412	0.05547274656
413	0.05527887786
414	0.05509324852
415	0.05491344496
416	0.0547115948
417	0.0544832097
418	0.05423921343
419	0.05401274971
420	0.05389611332
421	0.05376222475
422	0.05357110639
423	0.05337098877
424	0.05318158661
425	0.05297897124
426	0.05273528471
427	0.05261432584
428	0.05246741498
429	0.05234780281
430	0.05226977463
431	0.05210308689
432	0.05196275504
433	0.05167561511
434	0.05155038138
435	0.05141993494
436	0.05119831577
437	0.05099878005
438	0.05081827593
439	0.05070320772
440	0.05053224367
441	0.05037733055
442	0.05019408808
443	0.05004265643
444	0.04990433144
445	0.04977254551
446	0.04957207682
447	0.04939585571
448	0.04925798722
449	0.04910328038
450	0.04898683142
451	0.04880418875
452	0.04869660359
453	0.04850481485
454	0.04833225879
455	0.04816135261
456	0.04803190804
457	0.04783957576
458	0.04767849537
459	0.04752707708
460	0.04730001715
461	0.04718674423
462	0.04703760593
463	0.0468790608
464	0.04678187528
465	0.04663874543
466	0.04656923657
467	0.04643531682
468	0.04630172801
469	0.04620800283
470	0.0460407669
471	0.04583061421
472	0.04571378996
473	0.04560820193
474	0.04547040683
475	0.04528189591
476	0.04517683025
477	0.04503649532
478	0.04494462896
479	0.04484266382
480	0.04470338728
481	0.04456957664
482	0.04448783423
483	0.04433446272
484	0.04413232015
485	0.04408159097
486	0.0440040976
487	0.04388725219
488	0.0437100473
489	0.04352789528
490	0.04337723225
491	0.0432732386
492	0.04306482551
493	0.042883453
494	0.04271889332
495	0.04259023699
496	0.04240825963
497	0.0422932518
498	0.04214556095
499	0.04196298309
500	0.04176528261
501	0.0416841867
502	0.04154251892
503	0.0413832352
504	0.04130084697
505	0.04114514783
506	0.0409948365
507	0.04086162228
508	0.04073490512
509	0.04062571264
510	0.04048414397
511	0.04030647319
512	0.04026127527
513	0.04017333483
514	0.04008685182
515	0.03995052491
516	0.0398499956
517	0.03979592412
518	0.03963822561
519	0.03959303115
520	0.03940957273
521	0.03930473999
522	0.0391836263
523	0.03905772074
524	0.03888355053
525	0.03873531076
526	0.03854695769
527	0.03843156428
528	0.03829544969
529	0.03814451602
530	0.03798116667
531	0.03783743309
532	0.03776186886
533	0.03761491931
534	0.03748577065
535	0.03732028072
536	0.03720657487
537	0.03707513893
538	0.03696655257
539	0.03685809094
540	0.0367682537
541	0.03659275938
542	0.03653129354
543	0.03642227559
544	0.03631966778
545	0.0361831413
546	0.03601405346
547	0.03593273167
548	0.03582666312
549	0.03564576754
550	0.03555561319
551	0.03546015439
552	0.03532127253
553	0.03519194443
554	0.03507700919
555	0.03499722451
556	0.03489325324
557	0.0348416956
558	0.03468346752
559	0.03447520002
560	0.03438672501
561	0.03426968328
562	0.0341697874
563	0.03408972404
564	0.0339746871
565	0.0338580144
566	0.03375067285
567	0.03363492631
568	0.03348074271
569	0.03332355809
570	0.03324069689
571	0.03315388729
572	0.03300331507
573	0.03293033603
574	0.03281892821
575	0.03271546461
576	0.03263367915
577	0.03251752424
578	0.0323972745
579	0.03230824594
580	0.0322487332
581	0.0321533737
582	0.03205355323
583	0.03193874688
584	0.03183073646
585	0.03173472907
586	0.03167281899
587	0.03156951792
588	0.03146016845
589	0.03134144323
590	0.03121959765
591	0.03109877868
592	0.03101213793
593	0.03088654008
594	0.03085334784
595	0.03079602717
596	0.03069778671
597	0.03053625173
598	0.03040204584
599	0.03030983338
600	0.03023368697
601	0.03015148253
602	0.0300536228
603	0.02997309558
604	0.02988367719
605	0.02974985991
606	0.02964540455
607	0.02956408117
608	0.02942369136
609	0.02930815068
610	0.0292035683
611	0.02906397067
612	0.02899471492
613	0.02890715666
614	0.02878942699
615	0.02869369528
616	0.02857899909
617	0.02855110504
618	0.02848892768
619	0.02839268484
620	0.02832393062
621	0.02825379832
622	0.02816907749
623	0.02811623145
624	0.02805559523
625	0.02800886364
626	0.02788951396
627	0.02778277676
628	0.02767032292
629	0.02763394326
630	0.02755432578
631	0.02743266933
632	0.02733246306
633	0.02723788323
634	0.02711022549
635	0.02699704738
636	0.02691830921
637	0.02684134847
638	0.02680381387
639	0.0267428176
640	0.02663522124
641	0.0265208607
642	0.02643798061
643	0.02634384281
644	0.0262456592
645	0.02616754544
646	0.02605927806
647	0.02601495021
648	0.025964909
649	0.02588183687
650	0.02577653493
651	0.02567710619
652	0.02557463517
653	0.0254861789
654	0.02542273064
655	0.02534677967
656	0.02526205479
657	0.02520004634
658	0.02507742302
659	0.02499695492
660	0.0248708974
661	0.02476775764
662	0.0247282451
663	0.02466763915
664	0.02455839762
665	0.02448774838
666	0.02440183166
667	0.0243430589
668	0.02425544563
669	0.02418577861
670	0.02409409744
671	0.02402040668
672	0.02392704035
673	0.02385463716
674	0.02380799153
675	0.02373382999
676	0.02365616332
677	0.02356343499
678	0.02347533457
679	0.02337650216
680	0.02330459692
681	0.02321084091
682	0.02315036667
683	0.02310158637
684	0.02303058982
685	0.02299286623
686	0.02292709253
687	0.02285060119
688	0.02279726728
689	0.02272763582
690	0.02265647444
691	0.02257165787
692	0.02246960877
693	0.02239412958
694	0.02230404033
695	0.02224150753
696	0.02219651505
697	0.0221341702
698	0.02204781042
699	0.02197218656
700	0.02188932999
701	0.02181843317
702	0.02175550638
703	0.02169003463
704	0.02162360354
705	0.02154871866
706	0.02145194723
707	0.02137583232
708	0.02131820789
709	0.02120146469
710	0.0211372938
711	0.02108581608
712	0.02102131699
713	0.02093711447
714	0.02086582634
715	0.02079072384
716	0.02072645453
717	0.02063261637
718	0.02053877327
719	0.02047368785
720	0.02038360827
721	0.02034589306
722	0.02026514785
723	0.02020579709
724	0.02011021656
725	0.02005221777
726	0.02001503722
727	0.01994765092
728	0.01987482433
729	0.01975813514
730	0.01969820245
731	0.01962512567
732	0.0195723178
733	0.01949590231
734	0.01943426365
735	0.01935385101
736	0.01930062076
737	0.01924954036
738	0.01918604616
739	0.01913206854
740	0.01909212343
741	0.01903018061
742	0.01896581099
743	0.01889180017
744	0.01882685687
745	0.01877835561
746	0.01870245034
747	0.01865859512
748	0.01860389518
749	0.01854770462
750	0.0185025894
751	0.01842855936
752	0.01838073581
753	0.01831134981
754	0.01823651552
755	0.01816149247
756	0.01806807338
757	0.01799818599
758	0.01795987777
759	0.01791426651
760	0.0178651029
761	0.01777269188
762	0.01772053921
763	0.01768588633
764	0.01765512641
765	0.01759336568
766	0.01753610993
767	0.01749024779
768	0.01744802201
769	0.01738604099
770	0.01732440594
771	0.01727183401
772	0.01723422994
773	0.01717075762
774	0.01710673288
775	0.0170519063
776	0.01700821982
777	0.01697263299
778	0.01692099088
779	0.01686420532
780	0.01679839598
781	0.01673497478
782	0.01669271338
783	0.01664784471
784	0.01657876736
785	0.01651929067
786	0.01644459173
787	0.01640404917
788	0.01635669407
789	0.01630619552
790	0.01624652107
791	0.01621391665
792	0.01615282386
793	0.01607072774
794	0.01602570266
795	0.01597535691
796	0.01591447439
797	0.01586810306
798	0.01581643126
799	0.01576683567
800	0.01572041372
801	0.01565825513
802	0.01561315092
803	0.01555740791
804	0.01551513205
805	0.01547201565
806	0.01542599987
807	0.01538290923
808	0.01532997679
809	0.01529147751
810	0.01525389769
811	0.01520759782
812	0.01517472493
813	0.01510576813
814	0.01506785496
815	0.01501189853
816	0.01496986666
817	0.01492107751
818	0.01488784792
819	0.0148311483
820	0.01476327947
821	0.01473779528
822	0.0147119421
823	0.01468582142
824	0.01463325568
825	0.01458424132
826	0.01455953804
827	0.01449563665
828	0.01444369195
829	0.01444098064
830	0.01440553417
831	0.0143676715
832	0.01430846524
833	0.01427369709
834	0.01425492502
835	0.01420855481
836	0.01414424083
837	0.01409864261
838	0.01405753449
839	0.01401631321
840	0.01397523447
841	0.01394475655
842	0.01387896488
843	0.01385967583
844	0.01382928244
845	0.01379898463
846	0.01375563623
847	0.01372303169
848	0.0136715914
849	0.01361470348
850	0.013571252
851	0.01355168145
852	0.01352356073
853	0.01348429399
854	0.01346255503
855	0.01340707542
856	0.01338772145
857	0.01334134551
858	0.01329923741
859	0.01327313833
860	0.01323598108
861	0.01319277201
862	0.01316119387
863	0.01313629879
864	0.01311103533
865	0.01306870399
866	0.01303664512
867	0.01300415306
868	0.01295373067
869	0.01292563764
870	0.01289100796
871	0.01287508394
872	0.01284373202
873	0.01280177142
874	0.01276328816
875	0.01270484514
876	0.01266203503
877	0.01262373193
878	0.01258108053
879	0.01252562142
880	0.01250274251
881	0.01247630876
882	0.01245092363
883	0.01240963477
884	0.01236470606
885	0.01233519149
886	0.01229870474
887	0.01227476259
888	0.01224790486
889	0.01222546265
890	0.01218041769
891	0.01214461845
892	0.01210942886
893	0.01208001043
894	0.0120513982
895	0.01202835877
896	0.01199197394
897	0.01195373493
898	0.01190217484
899	0.0118793265
900	0.0118445158
901	0.01180377058
902	0.01177646635
903	0.01175942888
904	0.01171617398
905	0.01166761493
906	0.01164468058
907	0.01161444147
908	0.01157842342
909	0.01155889579
910	0.01152981065
911	0.01150776512
912	0.01147745358
913	0.01143863753
914	0.01139970724
915	0.01137835067
916	0.01135252647
917	0.011327711
918	0.01129241066
919	0.01125348764
920	0.011231754
921	0.01120588611
922	0.01118417557
923	0.01114664953
924	0.01111184641
925	0.01108882034
926	0.01106337864
927	0.01104461557
928	0.01102315427
929	0.01099990527
930	0.01098603727
931	0.01096892051
932	0.01093946432
933	0.01091395651
934	0.01088042169
935	0.01084761907
936	0.01081131556
937	0.01078572644
938	0.01076219244
939	0.01073155
940	0.01069914251
941	0.01068598456
942	0.01066455077
943	0.01064309026
944	0.01061046933
945	0.01057531805
946	0.01054818181
947	0.01052119135
948	0.0105086739
949	0.01047491297
950	0.0104392374
951	0.01041967003
952	0.0103958362
953	0.01037117781
954	0.01034145716
955	0.01031290292
956	0.01029820955
957	0.0102728231
958	0.01025071099
959	0.01023515888
960	0.01021181851
961	0.01019910871
962	0.01018243261
963	0.01016408551
964	0.01013047764
965	0.01012791542
966	0.01010075019
967	0.01007575953
968	0.01004522676
969	0.01002710347
970	0.009999209341
971	0.009975402292
972	0.009953915406
973	0.009924471689
974	0.009903829418
975	0.009890885332
976	0.009868295579
977	0.009842371383
978	0.009818971638
979	0.009808041265
980	0.009792352903
981	0.00977364695
982	0.009747002942
983	0.009706536636
984	0.009690490825
985	0.009671997969
986	0.009656662473
987	0.009629964902
988	0.009603863718
989	0.009589865571
990	0.009571268532
991	0.009532156575
992	0.009509722534
993	0.009491679451
994	0.009464309275
995	0.009439186022
996	0.009416537729
997	0.00939026137
998	0.009372221071
999	0.009356790011
